,0
0,0.0
1,0.0
2,0.4203834321010078
3,-2.2009240789417452
4,-1.201322594410144
5,-4.5116210003901855
6,-5.304709122690559
7,-3.703352273051051
8,-7.275617998621021
9,-9.841475101346846
10,-8.165239993905411
11,-6.909987756957721
12,-6.79322441299047
13,-7.982427606410486
14,-6.500693232772482
15,-7.1334010454768215
16,-6.0235727094398825
17,-4.193866297145573
18,-4.610284476074539
19,-2.9105488163616173
20,-0.2055294583152547
21,2.2449445376609836
22,1.094258054638008
23,0.6674917147023316
24,1.9652841495096736
25,-2.374108499555345
26,-3.3347749851516237
27,-4.424979147093143
28,-5.2336983291178125
29,-6.217421802001891
30,-3.4660903427773717
31,-0.28653289077390376
32,-1.4555825410629195
33,1.6094703385236522
34,1.3355727132491069
35,0.21456786679302203
36,-2.136342180495422
37,-2.3399724620083253
38,0.7068473789270122
39,2.4460095679278036
40,2.0892406566173154
41,4.179049966031645
42,3.0247452744167393
43,2.899383995555223
44,4.386044618187842
45,2.5469749360844283
46,2.5132341376952927
47,3.350032164460832
48,4.3459056413495745
49,6.603732183106957
50,7.789252549827991
51,7.199788682190095
52,8.864760222965106
53,10.043716055297358
54,10.535242473341365
55,10.639788867021933
56,11.72074320757023
57,10.533086075422272
58,8.538097804696122
59,6.986585571878218
60,6.327793549212414
61,2.8039582584390392
62,3.7959887598722495
63,1.611503145868646
64,1.5964512503444337
65,-0.27249835957519464
66,-0.5002207388111354
67,-0.000991085157152627
68,3.9716124322608657
69,2.586883641118596
70,4.603053970832439
71,6.022261329641425
72,5.182447115411182
73,5.973378368377755
74,3.9502229954044474
75,0.546769159409435
76,2.0329379414637945
77,2.0284998499411997
78,1.5058428122171017
79,-0.14230622401505744
80,0.23117102104722087
81,-1.05640659181347
82,-0.728887576860487
83,-1.3620645550780028
84,-0.20886370884950067
85,-3.3351302654029067
86,-1.6750456415384052
87,-1.8347728445525016
88,-0.41959991679537856
89,0.7678592034907905
90,0.4634198368455411
91,4.299996849006678
92,4.580193824909642
93,5.917317422888328
94,7.125012474022034
95,6.801326929198612
96,7.811390543075929
97,6.185550950284987
98,6.402783374033476
99,5.9488278471588485
100,5.651833831840716
101,6.378963754922731
102,5.490630330426
103,4.095525679009921
104,2.586480986842306
105,2.1145669541611665
106,-0.08353640961441611
107,-1.2617314971497886
108,-2.697180152929649
109,-4.367278386342942
110,-3.9052626359767197
111,-2.5478461144690026
112,-0.735377394074707
113,-1.3341662367899094
114,-2.036171373449214
115,-1.1746225116602078
116,-1.1351547904741537
117,-2.5421795449372624
118,-1.7840353865423326
119,-3.978304737657857
120,-2.1554428380199657
121,-2.089563100448016
122,-0.05150874002504735
123,2.2921687861843196
124,2.0915564369009725
125,3.8162431844839726
126,2.968803828044931
127,1.8262825189120924
128,3.6182208439924417
129,1.7736144935423281
130,3.3762923612212434
131,5.714013975421965
132,4.916172987240103
133,7.038236874724696
134,7.919542648878038
135,9.018133181364593
136,9.09820982123603
137,7.599494749194742
138,9.118566598679227
139,7.693418250676399
140,6.27871603679474
141,4.817011051463171
142,3.6808667509237543
143,2.3741689987296235
144,5.188911425087302
145,6.103187929396128
146,5.703676902404932
147,5.4563969093864895
148,3.620351110376121
149,3.9672864628868014
150,2.8316720919578864
151,2.4394342583925974
152,0.7373119126817156
153,-1.5343502815662209
154,-0.9590139505926923
155,-1.0455644683020189
156,-0.7909309067895545
157,-2.395420276327722
158,-5.042400645969477
159,-4.8708250748899005
160,-3.821735383019323
161,-3.280440492659791
162,0.5207269383669431
163,-0.8837687140800218
164,0.5844888032670561
165,-1.1599144076764554
166,0.1381841984645149
167,0.12814461227382046
168,3.6967093037091847
169,2.2375914977819638
170,1.1573056916362068
171,0.7407561352439966
172,2.9721930784897514
173,2.529016213132899
174,1.6117714515818777
175,1.756531745055034
176,-1.5190530434397287
177,-1.5140486296231308
178,-4.832845884686921
179,-5.656152901216721
180,-3.339097211892661
181,-4.399005117518958
182,-4.911502178685713
183,-4.810417885496409
184,-4.811532462350599
185,-5.032361370991934
186,-3.118682374283876
187,-2.2087699561714844
188,-2.2529486666907235
189,-3.4657328709260202
190,-2.45873483893705
191,-1.9634938381312734
192,-3.672459888184701
193,-4.7807664268232
194,-4.580767619723134
195,-4.167743197445137
196,-2.5481527235934345
197,-1.6106099755202035
198,-0.760064335663033
199,-2.1994949869824523
200,-0.5940651764152133
201,-1.7642210474999966
202,-0.9864726754528903
203,-3.8393995731598998
204,-3.142868264952795
205,-3.6100160166612
206,-5.434005966337206
207,-4.395556391387627
208,-3.2539001434272476
209,-2.4680496817998288
210,-2.442317207884183
211,-3.331656481558947
212,-2.674114769082395
213,-1.5367587703284404
214,-0.27287345364320065
215,1.9156729704464364
216,5.911521344411814
217,5.890177350724767
218,7.487125391009306
219,4.510899957163614
220,5.305753661336112
221,3.2042124865469934
222,2.2808653960659933
223,1.9260157747956215
224,2.041009070538685
225,1.298545632783281
226,-1.858377314140787
227,-1.4941268848663682
228,-1.6142728793022418
229,-3.44162302293149
230,-4.424427491712246
231,-3.4886901012193747
232,-4.582495485069218
233,-3.724532382660856
234,-5.833822362337877
235,-3.7592729316039515
236,-0.8661280293389584
237,0.9901959154271054
238,2.2565310900445943
239,1.7645633059312251
240,-1.9951343339506633
241,-1.730849487079088
242,-0.5464876862694352
243,-2.790229877230293
244,-2.0918730106756587
245,-3.4890860136689033
246,-3.53440443710825
247,-4.059701024526939
248,-6.816356977839607
249,-6.835949527635769
250,-6.823776711691088
251,-7.745780082925418
252,-6.593784345820408
253,-7.637521820146629
254,-7.926496599225547
255,-9.32804760782916
256,-7.708982260586065
257,-8.899920442976475
258,-8.415509350418573
259,-7.471508833784982
260,-7.019251306693231
261,-5.651606945372356
262,-6.1168907657010605
263,-5.151838513131555
264,-6.002767004159895
265,-5.147627601193755
266,-5.290102962580904
267,-5.748358695440795
268,-3.964449665104561
269,-8.50438311746036
270,-8.528116059127145
271,-9.055886083005632
272,-8.273890652983825
273,-9.113085811619415
274,-11.026500889372619
275,-10.712020866685734
276,-11.461999737203566
277,-12.911713730042932
278,-12.99121326185428
279,-10.951455329178227
280,-10.904980353317336
281,-11.709734235941122
282,-11.664801087244557
283,-8.95919448858848
284,-9.168042185641509
285,-6.70376330888409
286,-8.388552411672189
287,-7.033299091228909
288,-7.418198719707092
289,-6.414842253454916
290,-5.714470691768909
291,-5.102213020937177
292,-6.663188928566674
293,-5.1097746785409655
294,-4.49349209145896
295,-3.9797635088690897
296,-3.4687766316776707
297,-2.8467620888661354
298,-3.865641557442676
299,-5.149851555354921
300,-4.659892487702353
301,-4.496254978563858
302,-3.07057451342881
303,-1.0957895381520208
304,-0.0687328020282445
305,-1.7073660690916603
306,-1.084008745552374
307,-0.1971520623268775
308,0.15020502474415706
309,0.971302171940353
310,0.8762569778838506
311,2.8678146038319565
