,0
0,0.0
1,0.0
2,-1.6901228899453271
3,-1.2190964892821672
4,-1.4103035224036031
5,-1.0143502865085354
6,-8.513030094511066
7,-11.25389533671959
8,-11.939092513719828
9,-19.03675870990038
10,-25.651670436993705
11,-31.168084249160856
12,-32.645249277670366
13,-32.879960739030565
14,-35.04982724811181
15,-34.75345082622645
16,-34.99735594193267
17,-34.47159325425568
18,-31.78071451700409
19,-29.542026257882508
20,-24.33786841671188
21,-20.191333967783738
22,-11.763109994405081
23,-7.086616964839308
24,-4.041844199925885
25,-0.021456584188966454
26,-2.064681491233819
27,-4.399373125994157
28,-8.526524200459942
29,-13.98410086532304
30,-19.32899885341108
31,-18.9772695336558
32,-14.166435424837392
33,-11.598111659037865
34,-6.913430734172762
35,-2.010605422849105
36,-0.9355010781072791
37,-3.9864929468709365
38,-6.577244556853765
39,-5.997735209772379
40,-1.1384395054112173
41,1.353796122710297
42,6.304703305430593
43,9.76924148793912
44,11.515112021710415
45,12.30328109776003
46,13.178308904017895
47,11.716969398898698
48,13.634163962289266
49,15.360080608615249
50,21.06785733171676
51,24.25787647191697
52,26.571074588508985
53,32.076453587873566
54,37.67115325175219
55,41.97958291849554
56,44.74823008115497
57,47.04909131284198
58,47.12403953880248
59,47.50105497467096
60,43.01991507644061
61,39.06392926052911
62,33.89790619020876
63,30.420517170258055
64,24.352232934014786
65,21.516335972261206
66,15.925399232075833
67,11.34504284211938
68,8.160273882223377
69,11.133802998149651
70,12.329051084135026
71,14.34896710587683
72,17.839701891864525
73,20.97825618819823
74,22.09432943280672
75,21.32386486099814
76,19.18238383882822
77,16.401536895650427
78,15.248627594733641
79,14.380358358815197
80,12.436074037375906
81,9.100541958992258
82,5.7485532932282055
83,3.75048971636386
84,2.1198384242891217
85,2.698909777385861
86,-2.6249056111629065
87,-4.459809698100207
88,-5.861899541753625
89,-4.458549562725086
90,-1.2362449071697368
91,-1.1731673193402448
92,3.330928403771549
93,5.968834992329079
94,10.595584036783341
95,17.130726053411312
96,21.2726718255726
97,25.715924897933593
98,27.31073564409523
99,30.937092980865017
100,31.889025066368433
101,30.688127530570284
102,30.283501912141247
103,29.908320545421606
104,27.046289404183067
105,24.21154120416362
106,22.233741976539623
107,16.425971134970005
108,10.127194831758807
109,3.4810800499965744
110,-2.6899948081840597
111,-4.779766237707533
112,-8.369774328074541
113,-7.06012013354001
114,-7.992024601530595
115,-7.206061928378285
116,-7.078559438351346
117,-7.880210617564105
118,-9.88479253459685
119,-11.797158298087666
120,-14.878955784140288
121,-14.339854269061203
122,-12.681692867557427
123,-11.014762605831834
124,-5.575631866641681
125,-1.848665702068306
126,0.6505725590626099
127,4.601178144817141
128,6.688619890991249
129,8.432162769085839
130,8.971574424647864
131,11.86209340508519
132,14.260247195774552
133,17.853672723106374
134,21.025706061710483
135,27.27348631302812
136,31.426630330427198
137,36.59314106737874
138,36.46445317661767
139,40.014637125469264
140,39.15182662536673
141,37.09292076516856
142,33.67891200174949
143,30.121893443599895
144,26.753079695185438
145,26.323984965432253
146,26.518947623177723
147,26.918216460404977
148,27.1739529498114
149,25.252429430130142
150,23.422445506440603
151,21.694738713776562
152,19.6148352974116
153,15.886143955827855
154,9.921467452353452
155,5.117196952059313
156,1.4826841539266582
157,1.9047219425677706
158,-4.20716672482862
159,-8.735820178749997
160,-13.560241541315978
161,-16.76107085428728
162,-16.783840388675618
163,-13.767166134529012
164,-10.685615056799843
165,-8.744751747215403
166,-7.441777032739852
167,-4.569949308356968
168,-2.401338815801875
169,1.664263295156552
170,3.2527578896824885
171,4.715047671701924
172,4.208264946502163
173,7.303262916972877
174,9.154371102054482
175,8.230021017544336
176,8.327554407781939
177,5.186064242513638
178,-0.1694253823961076
179,-3.6936414354552642
180,-10.822272787379113
181,-14.112614183045611
182,-14.930170289688032
183,-17.05796884906617
184,-17.463944676920924
185,-19.3992419913915
186,-20.42653390907369
187,-20.13482006753572
188,-18.656844926784743
189,-14.666316987031614
190,-15.60384588936326
191,-14.941882722241845
192,-14.651974795132917
193,-14.006460183406167
194,-17.342638749984825
195,-18.763256486900964
196,-20.716452005817818
197,-20.315704528076203
198,-15.305472775516218
199,-13.814644911532724
200,-11.635129199827185
201,-10.155905771708294
202,-8.157666162518273
203,-8.451388371631158
204,-10.86821620705224
205,-11.999493820355612
206,-14.63384216135958
207,-17.509130538494734
208,-18.483576508553963
209,-19.465250452645844
210,-16.710845588731367
211,-14.616132053420001
212,-16.06956700014896
213,-17.204541086428527
214,-15.08529853151511
215,-11.8715717906512
216,-5.3867275475889596
217,1.4934290277594062
218,6.9205196417618176
219,13.764264291650598
220,16.41841585012465
221,19.940068708673678
222,18.945668586991143
223,16.384318263732563
224,14.353648950217568
225,15.655184770380334
226,12.425784151373689
227,8.399656024652671
228,4.275474120290733
229,-1.0046182975688742
230,-4.389500524102084
231,-8.833404218514012
232,-11.060026814531259
233,-13.982580732403822
234,-14.480650073653418
235,-17.940220397315507
236,-18.16209734543821
237,-14.648533139203389
238,-10.813930852171575
239,-3.879259456418111
240,-1.6243989827451437
241,-3.7606906358490084
242,-4.278573386715223
243,-3.240954951732028
244,-4.7199463538863515
245,-7.900641074884657
246,-9.06110958522976
247,-13.38605646478593
248,-12.475931767742425
249,-17.018476305387598
250,-20.225567102878454
251,-24.190430256346797
252,-26.54451930028117
253,-30.919042635290815
254,-30.15786324671064
255,-32.95443696273986
256,-36.523859788976004
257,-37.0200773208179
258,-40.43702551915146
259,-42.074303843851474
260,-42.80602282285333
261,-41.2001919563997
262,-37.25186858988382
263,-36.03382224932728
264,-34.233442264985364
265,-30.907720625952283
266,-30.17682139661998
267,-28.11052500718266
268,-29.34204028296525
269,-26.8950834620122
270,-30.806263869031152
271,-34.21145096321546
272,-35.924294385716706
273,-38.65853134697244
274,-39.22373634607758
275,-43.64311698156395
276,-46.00776871779269
277,-47.98516344375661
278,-51.67753511648216
279,-55.10111343596778
280,-54.3346892954559
281,-54.146393753457815
282,-55.610307265706275
283,-55.765886703289866
284,-54.600848271385765
285,-51.43469167133918
286,-45.111109396661256
287,-44.14683157713241
288,-44.01211704981594
289,-42.70781078671573
290,-42.76365377707665
291,-38.55805500196145
292,-36.9217426448667
293,-34.68352488632071
294,-32.57400080638723
295,-30.41956503818911
296,-29.32825010118485
297,-26.94651140638818
298,-24.12969069388103
299,-24.7012004254203
300,-25.254518391967224
301,-25.240166219245324
302,-23.716695435068512
303,-22.651942931610538
304,-19.503383723242443
305,-15.701198762044848
306,-13.304890629793134
307,-11.96196028050076
308,-10.220071725144022
309,-6.4381260876911375
310,-3.748652256513736
311,-1.4562966333405563
312,2.4600500370573113
313,7.284155492193829
314,10.304055859580513
315,14.341613475994961
316,19.699824258623778
317,22.24731082497014
318,28.276254154579913
319,30.085096848113658
320,31.802511827606214
321,31.945379647710038
